"shipname","captaina","yearam","fate","fate2","fate3","fate4","slamimp","vymrtrat"
"S João","Fernandes, Manuel","1581","49","1"," "," ","150"," "
"Marya ( ?)","Domingues, Jorge","1581","49","1"," "," ","100"," "
"S Lourenço","Rocha, António da","1581","49","1"," "," ","100"," "
"NS do Loreto","Vicente, António","1581","49","1"," "," ","100"," "
"NS do Carmo","Teixeira, Pero","1581","49","1"," "," ","80"," "
"S Miguel"," ","1581","49","1"," "," ","150"," "
"S António","Nogueira, Miguel","1581","49","1"," "," ","60"," "
"Santo António","Domingues, António","1581","49","1"," "," ","40"," "
"NS de Nazaré","Fernandes, Francisco","1581","49","1"," "," ","60"," "
"Santo António","Sequeira, Luís de","1581","49","1"," "," ","120"," "
"NS do Paço","Fernandes, António","1581","49","1"," "," ","119"," "
"Bom Jesus","Dias, Francisco","1581","49","1"," "," ","30"," "
"Santo António","Manso, Manuel","1581","49","1"," "," ","100"," "
"Santo Crara","Rodrigues, António","1581","49","1"," "," ","60"," "
"NS da Ajuda","Mota, Manuel da","1581","49","1"," "," ","100"," "
"S Julião","Gonçalves, António","1581","49","1"," "," ","110"," "
"Santo António","Fernandes, Manuel","1581","49","1"," "," ","70"," "
"NS da Boa Viagem","Pires, André","1581","49","1"," "," ","60"," "
"Santo António","Rodrigues, Tomé","1581","49","1"," "," ","160"," "
"São Boa Ventura","Martins, João","1581","49","1"," "," ","80"," "
"Santa Cruz","Casado, João","1582","49","1"," "," ","100"," "
"Santo António","Fernandes, Álvaro","1582","49","1"," "," ","80"," "
"Santo António","Simões, Miguel","1582","49","1"," "," ","100"," "
"S João","Argira, Pero Anes","1582","49","1"," "," ","70"," "
"S Francisco","Maciel, André","1582","49","1"," "," ","90"," "
"Santo António","Rodrigues, Estevão","1582","49","1"," "," ","80"," "
"NS do Rosário","Fernandes, Tomé","1582","49","1"," "," ","100"," "
"Santo António","Domingues, João","1582","49","1"," "," ","60"," "
"S Sebastião","Gonçalves, Domingos","1582","49","1"," "," ","100"," "
"S António","Correa, Pantalião","1582","49","1"," "," ","60"," "
"NS da Misericórdia","Alvares, Fernão de","1582","49","1"," "," ","100"," "
"S Miguel","Maciel, Bento","1582","49","1"," "," ","150"," "
"Anunciada","Dias, Diogo","1582","49","1"," "," ","60"," "
"Santiago","Cardoso, João","1583","49","1"," "," ","60"," "
"Santas Crus","Fernandes, Pero","1583","49","1"," "," ","70"," "
"NS da Conceição","Gonçalves, André","1583","49","1"," "," ","120"," "
"S Francisco","Machado, Fernão","1583","49","1"," "," ","70"," "
"S António","Pinto, Adrião","1583","49","1"," "," ","80"," "
"S António","Gonçalves, Gaspar","1583","49","1"," "," ","100"," "
"Espírito Santo","Cardoso, António","1583","49","1"," "," ","63"," "
"S João","Casado, Sebastião","1583","49","1"," "," ","80"," "
"S Julião","Gonçalves, António","1583","49","1"," "," ","110"," "
"NS da Graça","Fernandes, António","1583","49","1"," "," ","60"," "
"S João","Dias, Manuel","1583","49","1"," "," ","200"," "
"NS da Conceição","Gonçalves, Domingos","1583","49","1"," "," ","80"," "
"S Felipe"," ","1583","49","1"," "," ","60"," "
"Trindade","Seixas, António de","1583","49","1"," "," ","68"," "
"NS da Conceição","Anes, Pero","1583","49","1"," "," ","50"," "
"NS da Graça","Dias, Gaspar","1583","49","1"," "," ","70"," "
"Espírito Santo","Fernandes, António","1584","49","1"," "," ","80"," "
"NS da Batalha","Jorge, Domingos","1584","49","1"," "," ","100"," "
"S João","Vicente, Diogo","1584","49","1"," "," ","68"," "
"S Lourenço","Gonçalves, António","1585","49","1"," "," ","60"," "
"S Sebastião","Gonçalves, Pero","1585","49","1"," "," ","50"," "
"NS da Penha da França","Martins, Pedro","1792","49","1","14","1","27","0.1"
"Flor da América","Leão, José das Neves","1795","49","1","14","1","231","0.033472803"
"Nova Estrela","Álvares, José Maria","1822","208"," "," "," ","159.7"," "
"Rosália"," ","1820","208"," "," "," ","217.3"," "
"Manimani"," ","1854","49","1","14","1","103"," "
"Esperanza"," ","1854","49","1","14","1","158"," "
"Joaquim","Gomes, Manoel José","1797","59","5","14"," ","185.724"," "
"Fortuna"," ","1840","77","5"," "," ","421"," "
"Leonina","Pereira, Manoel Antônio","1797","1","1","14","1","304"," "
"Aurora de Lisboa","Barros, Antônio Daniel Batista de","1818","208"," "," "," ","250"," "
" ","Costa, José da Silva","1755","49","1","14","1","149.7256"," "
"S Pedro Gonçalves","Santos, Feliciano dos","1779","49","1","14","1","174"," "
"S Antônio Diligente","Matos, Silverio José de","1812","59","5","14"," ","472.9"," "
"NS da Conceição","Silva, José Gonçalves da","1793","49","1","14","1","18","0.307692308"
"NS da Vitória e S João Batista","Silva, José Fernandes da","1782","49","1","14","1","269"," "
"Espírito Santo","Rosa, Corisco José","1814","208"," "," "," ","217.3"," "
"Dois Amigos","Silva, João Vieira da","1814","59","5","14"," ","353.2"," "
"Jesus Maria José S Francisco Xavier e Almas","Reis, João José dos","1759","49","1","14","1","377"," "
"Carlota","Costa, José Francisco da","1826","208"," "," "," ","276.7"," "
"Príncipe Real","Oliveira, José Fernandes de","1823","1","1","14","1","417"," "
" ","Garrido, José Fernandes","1698","77"," "," "," ","105.3"," "
"S Caetano e Almas","Maciel, João Pereira","1716","208"," "," "," ","229.7"," "
"Feliz Americano","Henriques, João Militão","1822","208"," "," "," ","353.2"," "
"Caçador","Rosa, José Pinho da Cunha","1831","91","7","1","2"," "," "
"Bonfim","Bitencourt, Joaquim José","1810","208"," "," "," ","217.3"," "
"Eugênia Africana"," ","1808","59","5"," "," ","421"," "
"Aurora","Pinto, José Pereira","1809","59","5"," "," ","472.9"," "
"Pequena Aventura","Santos, Pedro dos","1812","208"," "," "," ","353.2"," "
"NS da Fé","Lopes, João","1809","208"," "," "," ","435.7"," "
"S Domingos","Lisboa, José Antônio","1809","208"," "," "," ","435.7"," "
"S João Americano","Lisboa, José Antônio","1809","208"," "," "," ","353.2"," "
"Dois Irmãos","Meireles, José Joaquim","1810","59","5"," "," ","146.56"," "
"Rainha dos Anjos"," ","1810","77","5"," "," ","412"," "
"Águia Volante"," ","1812","208"," "," "," ","353.2"," "
"S Francisco de Paula"," ","1812","59","5","14"," ","8.154"," "
"Triunfo da Inveja","Braga, Teotônio da Silva","1812","208"," "," "," ","353.2"," "
"Rosália","Sarricoteca, Inácio","1813","208"," "," "," ","472.9"," "
" ","Pariró, Tristão Ciríaco","1814","208"," "," "," ","367.2"," "
"Candelaria","Garcia, Francisco","1814","134","1","3","3","172"," "
"Gertrudes","Tomé, José","1814","208"," "," "," ","472.9"," "
"NS do Monte do Carmo Alerta","Dias, Caetano José","1814","208"," "," "," ","353.2"," "
"Bela Africana","Lima, José de Campos","1815","208"," "," "," ","159.7"," "
"Caravela","Nunes, Antônio","1816","208"," "," "," ","353.2"," "
"Lucrécia"," ","1816","208"," "," "," ","159.7"," "
"Lusitânia"," ","1816","208"," "," "," ","217.3"," "
"Lucrécia"," ","1817","208"," "," "," ","159.7"," "
"Lusitânia"," ","1817","208"," "," "," ","217.3"," "
"Monte do Carmo","Silva, Vicente de Paula e","1817","208"," "," "," ","217.3"," "
"Paquete Real","Siqueira, José Pedro de","1817","208"," "," "," ","353.2"," "
"Rosália","Félix, Manoel","1817","208"," "," "," ","159.7"," "
"Sociedade Feliz","Rocha, José Manoel Coutinho da","1817","208"," "," "," ","353.2"," "
"Bela África"," ","1818","208"," "," "," ","159.7"," "
"Antonio","Zorrilla","1819","49","1","14","1","271"," "
"Diligente"," ","1819","208"," "," "," ","217.3"," "
"Regente"," ","1818","208"," "," "," ","159.7"," "
"Miguel","Lima e Silva, João Cardoso de","1818","208"," "," "," ","159.7"," "
"Glória","Ferreira, Lisboa","1818","208"," "," "," ","472.9"," "
"Generoso","Lopes, Manoel José","1818","208"," "," "," ","353.2"," "
"Constância","Novaes, Caetano Raimundo de","1818","208"," "," "," ","159.7"," "
"Elisa","Lima, José Moreira da Costa","1818","208"," "," "," ","353.2"," "
"Golfinho"," ","1828","159","1","2","3","350"," "
"Feliz","Bauden, Alexandro","1788","49","1","14","1","228"," "
"Guipuscano"," ","1790","49","1","14","1","197"," "
"Brilhante","Santa Bárbara, Manoel Maria","1837","92","1","14","1","443.7588"," "
"Adamastor"," ","1828","159","1","2","3","357"," "
"Bom Jesus Triunfo"," ","1828","159","1","2","3","350"," "
"D Manoel de Portugal","Negrão, Manoel Pereira","1837","49","1","14","1","443.7588"," "
" ","Ras, Manoel","1685","21"," ","5","3","355.7"," "
"Atrevido","Castellanos","1815","134","1","3","3","281"," "
"Venus"," ","1814","134","1","3","3","303"," "
"Manuella"," ","1814","134","1","3","3","314"," "
"S Jorge","Medeiros, Tomás Joaquim de","1786","1","1","14","1","323.5312"," "
"S Jorge","Medeiros, Tomás Joaquim de","1787","1","1","14","1","325"," "
"Amável Donzela","Rosendo, Joaquim Adrião","1795","1","1","14","1","208"," "
"Preferida","Martinez, Juan","1830","208"," "," "," ","270.3"," "
"Amizade Feliz","Pereira, Manoel da Luz","1836","77"," "," "," ","241.6"," "
"Ligeira","Teixeira, Antônio Joaquim","1836","77"," "," "," ","276.7"," "
"Pensamento Feliz","Jesus, Gregório José de","1836","77"," "," "," ","241.6"," "
"União Feliz","Rodrigues, Manoel Antônio","1836","77"," "," "," ","105.3"," "
"Zenóbia","Teles, João Pereira","1836","77"," "," "," ","241.6"," "
"Especulador","Antônio, Manoel","1837","77"," "," "," ","105.3"," "
"Júlia","Dias, José Antônio","1837","77"," "," "," ","241.6"," "
"Ligeiro","Veloso, Bento Gonçalves","1837","77"," "," "," ","105.3"," "
"Palanque","José, Manoel Francisco","1837","77"," "," "," ","105.3"," "
"Reis","Abreu, João Teixeira de","1837","77"," "," "," ","105.3"," "
"Congresso","Cristiano, João José de Souza","1838","77"," "," "," ","105.3"," "
"Experiência","Lima, Manoel Domigos Rodrigues","1838","77"," "," "," ","443.8"," "
"Flor da África","Esteves, Pedro","1838","77"," "," "," ","105.3"," "
"Júlia","Costa, José Maria","1838","77"," "," "," ","241.6"," "
"Ligeiro","Cruz, Manoel Alexandre José de","1838","77"," "," "," ","105.3"," "
"Mariana","Santos, Manoel José Antônio dos","1838","77"," "," "," ","276.7"," "
"Rio Tâmega","Oliveira, José Pereira de","1838","77"," "," "," ","241.6"," "
"Ativo","Rêgo, José Joaquim do","1835","77"," "," "," ","105.3"," "
"Rio Tâmega","Cunha, Jerônimo Gonçalves da","1835","77"," "," "," ","241.6"," "
"Euro"," ","1840","77","5"," "," ","105.3"," "
"Oito de Dezembro","Coelho, José","1840","77"," "," "," ","105.3"," "
"Pensamento Feliz","Marques, José Antônio","1840","77"," "," "," ","241.6"," "
"Feliz Viajante","Costa, Alexandre José","1837","77"," "," "," ","335.3"," "
"Jesus Nazareno","Ferrar, Mariano","1817","7","1","2","3","95","0"
"Flor do Mar","Santos, Domingos Vieira dos","1809","208"," "," "," ","353.2"," "
"S Fernando"," ","1754","49","1","14","1","208"," "
"Epifania","Carvalho, Miguel Alves Machado de","1818","59","5"," "," ","159.7"," "
"Bela Manoela","Costa, Maximiliano José da","1845","77"," "," "," ","443.8"," "
"Heroína","Sabino, João","1833","3","1","1","2","232","0.234323432"
"Esperança"," ","1839","1","1","14","1","600"," "
"Tentativa","Hernandes, Juan","1817","161","1","9","3","128"," "
"Politena","Calzamilla, Tomas","1817","161","1","9","3","109"," "
"NS de Monserrate","Blanco, Pedro","1817","7","1","2","3","256"," "
"Sirena","Pimienta, Jose Diaz","1817","161","1","9","3","72"," "
"General Ramirez (a) Antelope","Kennedy, Henry H.","1820","161","1","9","3","259","0.217522659"
" "," ","1699","59","5"," "," ","355.7"," "
" ","Coelho, Antônio","1699","59","5"," "," ","208.9"," "
"S Jago de Cuba"," ","1818","160"," ","9","3"," "," "
"Complex"," ","1831","208"," "," "," ","276.7"," "
" ","Porto, Emmanuel Francisco","1658","19","3","5","3","174","0.652"
"Carlota"," ","1821","3","3","1","2","9","0.964"
"Posthoorn"," ","1650","19","5","5","3","112.5"," "
"NS da Conceição e Penha da França"," ","1653","19","5","5","3","331"," "
"Camerling"," ","1656","19","5","5","3","86.944"," "
"Employment","Philips, John","1656","3","4","1","2"," "," "
"Negro","Hancock","1556","19","5","5","3","66.74"," "
"Sarah"," ","1657","59"," ","14"," ","128.16"," "
"Abrahams Offerhand"," ","1669","208"," "," "," ","284.6"," "
"Asia","Waterdrinker, Willem","1669","18","2","5","3"," "," "
"Goude Tijger","Hermans, Govert","1669","49","1","14","1","284.6"," "
"Parel (a) Pearl"," ","1671","77"," "," "," ","264.1"," "
"Verstoorde Leeuw","Ronge, Ernst","1671","1","1","14","1","284.6"," "
"S Francisco de Pouzi","Morales, Paulo","1674","77","5"," "," ","264.1"," "
"Vergulde Arend (a)","Backer, Joris","1674","59","5","14"," ","126.45"," "
"Goude Poort (a) Eendracht","Leenderts, Cornelis","1677","207","3","14","1","476.9"," "
"Vergulde Zon","Wier","1677","11","1","3","3","174.8"," "
"Domburg","Nap, Goke Lubberse","1750","49","1","14","1","301.6"," "
"Amphitrite"," ","1768","49","1"," "," ","301.6"," "
"Mariane","Fetem","1768","40","1"," "," ","80"," "
"Jonge Samuel"," ","1780","208"," "," "," ","278.5"," "
"Emden","Valk, Berend de","1784","49","1","14","1","160"," "
"Huis te Merwede"," ","1650","49","1","14","1","290.7"," "
"Luipaard","Fredericksz, Claes","1653","1","1","14","1","190.8"," "
" ","Doensen, Jan","1668","1","1","14","1","190.8"," "
"Eendracht"," ","1668","1","1","14","1","208.737"," "
"Tijdverdrijf","Lapierre, Michel","1668","1","1","14","1","190.8"," "
"Goude Poort","Raes, Claes","1669","1","1","14","1","390.5"," "
"Indiaan","Sijmonsz, Pieter","1669","1","1","14","1","190.8"," "
"Africa","Robbertsz, Willem","1668","1","1","14","1","284.6"," "
"Zeelandia","Tant, Foort Gillisz","1669","1","5","14","1","290.7"," "
"Juffrouw Aletta","Arel, Jan van","1669","1","1","14","1","472"," "
"Susanna","Jansz, Waling","1669","1","1","14","1","290.7"," "
"Profeet Samuel","Boot, Jan Hendricksz","1669","1","1","14","1","390.5"," "
"Haas","Post, Theunis","1669","1","1","14","1","300"," "
"Jager"," ","1669","1","1","14","1","186"," "
" ","Janssen, Claes","1669","1","1","14","1","150"," "
"Vrede","Barentsen, Herman","1655","11","1","3","3","250"," "
"Eendracht","Balck, Jan Jacobsz","1669","1","1","14","1","290.7"," "
"Middelburg","Henck, Pieter Pietersz","1669","2","2","1","2"," "," "
"Amsterdam","Dijck, Gerrit Jansz van","1670","1","1","14","1","290.7"," "
"Zeven Gebroeders","Diemense, Jan","1670","1","1","14","1","390.5"," "
"Vrede","Klinckert, Dirck Jansz","1669","1","1","14","1","290.7"," "
"Rebecca","Vos, Andries Claesz","1670","1","1","14","1","284.6"," "
"Rotterdam"," ","1670","1","5","14","1","284.6"," "
"S Jan","Enst, Gerrit van","1655","1","1","14","1","284.6"," "
"Europa","Claasz, Jochem","1670","1","1","14","1","290.7"," "
"Fort Goeree","Danser, Cornelis Jansz","1670","1","1","14","1","290.7"," "
"America","Harder, Hendrik de","1669","1","1","14","1","390.5"," "
"Alida","Laurensz, Frederick","1673","40","3"," "," ","100"," "
"Zeelandia","Tant, Foort G","1670","40","1"," "," ","190.8"," "
"Zeepaard","Heerensen, Pieter","1671","1","1","14","1","51"," "
"Asia","Waterdrinker, Willem Sijbrantsz","1670","21","1","5","3","253"," "
"Prins van Oranje te Paard","Rasiere, Laurens de","1671","1","1","14","1","390.5"," "
"Goude Poort","Raes, Claes","1671","1","1","14","1","390.5"," "
"Zeven Gebroeders","Diemense, Jan","1672","1","1","14","1","390.5"," "
"S Jan","Auckes, Douwe","1671","49","1","14","1","160"," "
"Hoop","Waterdrinker, Willem","1671","52","1","8","3","50"," "
"Anna"," ","1654","206","3","14","1","290.7"," "
"Welkomst","Dijck, Gerrit Jansz van","1654","208"," "," "," ","284.6"," "
"Zonnebloem","Bloem, Cornelis Cornelisz","1654","1","1","14","1","207.0012"," "
"Liefde","Witteboom, Daniel","1656","1","1","14","1","121.119"," "
"Zwarte Arend"," ","1671","4","1","1","2","253"," "
"Gerechtigheid (a) Justitie","Dijk, Laurens Jansen van","1671","1","1","14","1","190.8"," "
"Goude Griffioen","Turner, Ephraim","1671","1","1","14","1","290.7"," "
"Eendracht"," ","1670","1","1","14","1","290.7"," "
"Goude Tijger","Ypen, Jan","1671","1","1","14","1","390.5"," "
"Tourneur","Jaspersz, Joris","1670","208"," "," "," ","284.6"," "
"Jager"," ","1670","208"," "," "," ","190.8"," "
" "," ","1670","208"," "," "," ","290.7"," "
"Rotterdam","Groenevelt, Andries Thomasse","1671","1","1","14","1","390.5"," "
"S Maria","Raaven, Claas Pietersen","1671","1","1","14","1","160"," "
"Poelwijk","Berge, Cornelis","1671","1","1","14","1","190.8"," "
"Vergulde Ree","Zwan, Antony Aertsz","1671","77","5"," "," ","290.7"," "
"Amsterdam","Dijck, Gerrit Jansz van","1671","1","1","14","1","473"," "
"Aletta Maria","Arel, Jan van","1671","1","1","14","1","290.7"," "
"Africa","Harckesz, Pieter","1671","1","1","14","1","390.5"," "
"Beurs van Amsterdam","Balck, Jacob Jansz","1670","1","1","14","1","390.5"," "
"Meiboom","Jacobsz, Sicke","1671","12","1","3","3","253"," "
"Visser","Kempsen, Frans","1672","1","1","14","1","403.73"," "
"Gideon","Gilde, Simon Cornelisz","1672","196","5","3","3","253"," "
"S Maria","Keijser, Waling Jansz","1671","12","3","3","3","163"," "
"Eendracht","Vos, Harmen Claesz de","1671","208"," "," "," ","290.7"," "
"Jonge Prins Willem","Mulder, Jurriaan Thijssen","1671","4","1","1","2","253"," "
"Salamander","Pieterse, Bastiaen","1672","1","1","14","1","390.5"," "
"Susanna","Lens, Christoffel","1671","1","1","14","1","290.7"," "
"Hoop","Hart, Daniel de","1672","198","2","3","3"," "," "
"Phenix","Amelius, Pieter","1672","1","1","14","1","390.5"," "
"Vrede","Klinckert, Dirck Jansz","1672","1","1","14","1","290.7"," "
"Gerechtigheid (a) Justitie","Dijk, Laurens Jansen van","1672","1","1","14","1","290.7"," "
"Asia","Jansen, Jochem","1672","1","1","14","1","290.7"," "
"Engel Gabriel","Willekes, Thieleman","1657","77","5"," "," ","290.7"," "
"Prins van Oranje te Paard","Rasiere, Laurens de","1673","1","1","14","1","586"," "
"Gekroonde Liefde","Bos, Jan Cornelisz","1673","1","1","14","1","331"," "
"Beurs van Amsterdam","Balck, Jan Jansz","1673","1","1","14","1","419"," "
"Koning Karel de Tweede van Spanje","Janssen, Melle","1674","1","1","14","1","394","0.102505695"
"Nieuw Rotterdam","Vos, Harmen Claesz de","1673","1","1","14","1","413"," "
"S Andrea"," ","1673","49","1","14","1","290.7"," "
"Morgenstar","Claver, Jan Claasz","1674","1","1","14","1","393.7"," "
"Susanna","Lens, Christoffel","1674","11","1","3","3","544"," "
"Asia","Jansen, Jochem","1674","11","1","3","3","393.7"," "
"Kasteel van Sluis","Jaspersen, Joris","1675","1","1","14","1","281.3"," "
"Gekroonde Rad","Gijsels, Arent","1675","1","1","14","1","110"," "
"Eendracht","Droog, Herman","1657","206","3","14","1","190.8"," "
"Hasselt","Moocker, Joost Hendrixsen","1658","206","3","14","1","228"," "
"Zeelandia","Doensen, Jan","1658","1","1","14","1","300"," "
"S Pieter","Woutersz, Adriaen","1658","4","1","1","2","359.1"," "
"Melkmeid"," ","1652","206","3","14","1","290.7"," "
"Goude Fortuin","Adriaensz, Huijbrecht","1652","16","1","4","3","259.4"," "
"Kasteel Delmina (a) Groot Jems"," ","1652","77"," "," "," ","190.8"," "
"Koning Salomon","Goijer, Adriaen Claes","1658","1","1","14","1","240.8"," "
"Maria"," ","1657","1","1","14","1","207.0012"," "
"Goude Leeuw (a) Leona Dorada","Doncker, Pieter Gerritsz","1657","1","1","14","1","207.0012"," "
"Jonge Prins","Wels, Huijbrecht C","1658","1","1","14","1","222"," "
"Goude Peer","Valq, Pieter Leendertsz","1657","59"," ","14"," ","56"," "
"Pauw"," ","1658","13","1","3","3","253"," "
" ","Gardijn, Pieter du","1658","49","1","14","1","190.8"," "
"Ouderkerk","Vlaming, Gerrit de","1658","49","1","14","1","98"," "
"S Jansburg","Vos, Theunis Adriaensz","1659","1","1","14","1","207.0012"," "
"Vos"," ","1659","1","1","14","1","207.0012"," "
"S Jacob","Berg, Jacob Jansen van de (a) Japon","1652","19","3","5","3","119"," "
"Maagd van Vlissingen","Bouquet, Dingman","1658","1","1","14","1","81.9"," "
"Poelwijk"," ","1659","49","1","14","1","284.6"," "
"Lammerenburg","Verburg, Hendrik","1659","1","1","14","1","190.8"," "
"Zuiglam","Bischop, Jansen","1659","59","1","14"," ","190.8"," "
"Maria","Graef, Allard Cornelisz","1659","1","1","14","1","284.6"," "
"Engel (a) Angel de Guarda","Languillet, Paul","1660","1","1","14","1","174"," "
"Bleeckertje","Michielsz, Michiel","1660","1","1","14","1","207.0012"," "
"Dolfijn","Bouquet, Dingman","1661","1","1","14","1","207.0012"," "
"Medea","Juist, Cornelis Ewoutsz","1660","1","1","14","1","290.7"," "
"Braziliaanse Eendracht","Cats, Dingman","1660","1","1","14","1","290.7"," "
"S Pieter","Diemen, Gerrit Heussen van","1660","1","1","14","1","207.0012"," "
"Ruijter","Blij, Jan Claesz","1666","1","1","14","1","290.7"," "
"S Jacob","Severijnsz, Harmen","1661","1","1","14","1","190.8"," "
"S Jacob","Gijsberti, Carlos (Jr)","1661","1","1","14","1","207.0012"," "
"Zon (a) Royal Arms of England","Jacobsz, Cornelis","1661","4","1","1","2","259.4"," "
"Gideon","Gilde, Simon Cornelisz","1661","1","1","14","1","290.7"," "
"Zeelandia","Doensen, Jan","1661","1","1","14","1","190.8"," "
"Maria Charitas","Cleijnpenning, Govert Harmensz","1663","40","1"," "," ","390.5"," "
"Ethiopia","Jansen, Adriaan","1662","1","1","14","1","37.73045244"," "
"Vrede","Raes, Claes","1662","1","1","14","1","190.8"," "
"Vergulde Bever","Michielsz, Michiel","1663","1","1","14","1","270","0.1"
"Gideon","Gilde, Sijmon Cornelisz","1663","1","1","14","1","290.7"," "
"S Maria","Claesz, Andries","1663","49","1","14","1","290.7"," "
"Vergulde Son","Plough, Simon Jansz","1662","4","1","1","2","35"," "
"Zwarte Arend","Lonck, Pieter","1663","1","1","14","1","190.8"," "
"Bassenburg","Pieterse, Bastiaen","1662","1","1","14","1","190.8"," "
"Fortuijn","Hendricksz, Hendrick","1662","1","1","14","1","190.8"," "
"S Maria","Onkruijt, Gerrit Tijmensz","1662","1","1","14","1","284.6"," "
"Zeelandia","Doensen, Jan","1663","1","1","14","1","190.8"," "
"Catharina","Wilree, Jacob Dircksz","1663","1","1","14","1","290.7"," "
"Gele Zon","Stoffelsen, Willem Jan","1663","1","1","14","1","290.7"," "
"Juffrouw Catharina","Dromcap, Cornelis","1664","1","1","14","1","405.06"," "
"Liefde","Goijer, Adriaen Claesz","1664","1","1","14","1","390.5"," "
"Liefde","Rasiere, Laurens de","1664","1","1","14","1","284.6"," "
"Moor","Moor, Gijsbert de","1664","1","1","14","1","290.7"," "
"Bassenburg","Pieterse, Bastiaen","1664","1","1","14","1","190.8"," "
"Groene Viskorf"," ","1664","13","5","3","3","253"," "
"Walcheren","Ens, Jacob Jansen","1664","13"," ","3","3","253"," "
"Eendracht","Vertoolen, Andries Cornelisz","1666","1","1","14","1","284.6"," "
"Diamant","Raes, Claes","1665","1","1","14","1","390.5"," "
"Twee Gezusters"," ","1665","1","1","14","1","190.8"," "
"Vos","Schaap, Isaac Gerritse","1665","1","1","14","1","290.7"," "
"Catharina","Dromcap, Cornelis","1665","93","2"," ","3"," "," "
"Gerechtigheid","Goijer, Adriaen Claesz","1665","1","1","14","1","390.5"," "
"Prins van Oranje te Paard","Rasiere, Laurens de","1667","1","1","14","1","390.5"," "
"S Jan Baptist","Voogt, Jan Sijmonsz","1666","2","2","1","2"," "," "
"Abrahams Offerhand"," ","1666","2","2","1","2"," "," "
"Tijdverdrijf","Carloff, Heindrick","1666","1","1","14","1","241.1843"," "
"Jupiter","Schenking, Marcus","1652","77","5"," "," ","284.6"," "
"Fortuijn","Wenninck, Dirck Jansz","1653","1","1","14","1","234"," "
"Catharina","Lens, Christoffel","1667","1","1","14","1","390.5"," "
"Leonora","Wilree, Jacob Dircksz","1667","1","1","14","1","290.7"," "
"Zeelandia","Doensen, Jan","1668","1","1","14","1","190.8"," "
"Goude Luipaard (a) Goude Tijger","Slot, Laurens Jacobsz van","1666","1","1","14","1","290.7"," "
"Willem de Derde","Bischop, Jacob","1668","1","1","14","1","106"," "
"Susanna","Rees, Barent Cornelisz","1667","1","1","14","1","190.8"," "
"Maria","Keijser, Jacob","1669","1","1","14","1","136"," "
"Agatha","Sijmonsz, Pieter","1668","207","3","14","1","290.7"," "
"Zeven Gebroeders","Diemense, Jan","1668","1","1","14","1","198"," "
"Grote Diamant","Doppeljock, Claes","1669","1","1","14","1","262"," "
"Eendracht","Minne, Jan","1670","49","1","14","1","284.6"," "
"Blinde Fortuin","Roos, Jan Michelsen","1653","1","5","14","1","190.8"," "
"Vergulde Posthoorn","Schaap, Isaack Gerritsz","1669","1","1","14","1","471"," "
"S Jan","Vonk, Gerrit","1669","1","1","14","1","113"," "
"S Maria","Roem, Volckert Claesz","1668","1","1","14","1","127"," "
"Wilde Vrouw","Terbeeck, Johannes","1668","4","1","1","2","155","0.17989418"
"Vreede","Breijhaen, Hendrick Jansz","1668","1","1","14","1","284.6"," "
"Revengie (a) Blinde Ezel","Pieterse, Bastiaen","1669","1","1","14","1","190.8"," "
"Abrahams Offerhand","Strijt, Joris Sijmonsz","1669","1","1","14","1","190.8"," "
"Fortuin","Depontus, Juan Henriques","1655","40","1"," "," ","259.4"," "
"Eenhoorn","Depontus, Joost Hendricksz","1656","59"," ","14"," ","478.8"," "
" ","Carvalho, Francisco","1764","77","5"," "," ","296"," "
"San Leon"," ","1819","3","4","1","2"," "," "
"Trajano"," ","1854","22","2","6","3"," "," "
"Guerra"," ","1853","22","2","6","3"," "," "
"Maria Virgínia"," ","1839","25","2","6","3"," "," "
"Caçador"," ","1844","23","3","6","3","822","0.026066351"
"Virtuosa Maria Aldina"," ","1842","25","2","6","3"," "," "
"Caçador"," ","1840","25"," ","6","3","443.8"," "
"Montevidéu"," ","1845","23","5","6","3"," "," "
"Flor de África","Alves, Antônio","1837","77","5"," "," ","443.7588"," "
"Ascânio","Mendonça, Francisco Jerônimo de","1837","49","1","14","1","443.7588"," "
"Especulador","Melo, Ernesto José","1837","208"," "," "," ","443.7588"," "
"Feliz Intriga","Salgado, Joaquim Cândido","1836","77"," "," "," ","105.3"," "
"Tentador","Pedra, Serafim Anjos","1836","49","1","14","1","443.7588"," "
"Rio Mondego","Gouvêa, Antônio José","1836","49","1","14","1","443.7588"," "
"Quatorze de Julho","Franca, Antônio Martinez Mena","1836","49","1","14","1","276.66"," "
"Pérola","Rosa, José Pinto de Correa","1836","49","1","14","1","443.7588"," "
"Júlia","Silva, Joaquim Manoel da","1836","49","1","14","1","276.66"," "
"Jovem Africana","Silva, José Joaquim da","1836","49","1","14","1","443.7588"," "
"Fortuna de África","Silva, João Marques da","1836","49","1","14","1","443.7588"," "
"Dublin","Cunha, Antônio Fonseca da","1836","49","1","14","1","443.7588"," "
"Adamastor","Viana, Antônio Rodrigues de","1836","49","1","14","1","443.7588"," "
"Leão","Peixoto, João José","1835","49","1","14","1","443.7588"," "
"Intriga","Santos, José Carneiro dos","1835","49","1","14","1","443.7588"," "
"Duquesa de Bragança","Martins, Antônio Januário da Silva","1835","49","1","14","1","443.7588"," "
"Duque de Bragança","Martinez, Antônio Joaquim da Silva","1834","49","1","14","1","367.1895"," "
